Customer_ID,Name,Age,Gender,Email,Phone,Address,City,State,Country,Zip,Registration_Date,Last_Login,Account_Balance,Subscription_Status,Feedback_Score,Preferred_Language,Device_Type,Referral_Code,Purchase_Count
CUST6512,Alice,40,F,user465@example.com,9988776655,,Houston,CA,,,6/15/2020,12/1/2022,0,Cancelled,,,,,2
CUST1848,Alice,40,F,user887@example.com,9876543210,123 St,Houston,NY,US,60601,6/15/2020,12/1/2022,1000,Cancelled,4,Spanish,,,
CUST3684,Jane Smith,,Male,,,456 Ave,Chicago,NY,,60601,1/1/2021,,,,5,,,REF123,
CUST9953,Jane Smith,45,M,user784@example.com,9876543210,,,,USA,60601,6/15/2020,12/1/2022,1000,Cancelled,3,,,REF456,0
CUST2474,Sam,25,Male,user578@example.com,9123456780,,Los Angeles,TX,US,,11/20/2019,5/5/2023,1000,Cancelled,3,,Desktop,REF123,
CUST8740,Alice,40,,user455@example.com,,,,CA,,10001,6/15/2020,,,,3,,,,
,John Doe,,Other,user816@example.com,9988776655,,Houston,,,90001,11/20/2019,12/1/2022,0,Inactive,1,,Desktop,REF123,
CUST4289,Alice,,F,user112@example.com,,123 St,,NY,US,10001,1/1/2021,,,Inactive,3,English,Mobile,REF456,3
CUST6799,,35,Female,,,,Chicago,,,90001,11/20/2019,,250.5,Inactive,2,Spanish,Mobile,REF123,2
CUST2943,Jane Smith,,M,user130@example.com,9988776655,,Houston,TX,US,60601,6/15/2020,5/5/2023,100,,3,,Mobile,REF456,
CUST2321,Sam,35,Other,user917@example.com,,,Chicago,TX,US,60601,6/15/2020,5/5/2023,250.5,Cancelled,5,Spanish,Desktop,REF456,1
CUST2979,Alice,25,M,user501@example.com,9988776655,,Los Angeles,NY,,60601,,12/1/2022,,Cancelled,3,English,,,
CUST1413,,35,Male,user88@example.com,,123 St,Los Angeles,,,10001,1/1/2021,,1000,,3,Spanish,Tablet,,0
,John Doe,25,Female,user826@example.com,,456 Ave,,TX,US,90001,11/20/2019,,250.5,Cancelled,,,Mobile,,1
,,35,Female,user390@example.com,9876543210,789 Blvd,Houston,TX,,,,,,,4,,,REF123,
CUST7652,Alice,25,Other,,9876543210,,Los Angeles,CA,US,,,,1000,Cancelled,4,Spanish,,,0
CUST4239,Jane Smith,,F,user256@example.com,9123456780,,Chicago,,USA,,6/15/2020,,1000,Cancelled,5,,Tablet,,
CUST4357,,35,M,user937@example.com,9876543210,,,,,60601,1/1/2021,12/1/2022,,,2,,Tablet,,2
CUST9059,Alice,30,Other,user789@example.com,,,New York,CA,,,6/15/2020,5/5/2023,0,,3,,,REF456,1
CUST2568,Jane Smith,30,Other,user766@example.com,9988776655,789 Blvd,Houston,,US,60601,1/1/2021,12/1/2022,100,Active,4,French,,REF456,
CUST2362,Sam,40,F,user802@example.com,9988776655,789 Blvd,,CA,USA,,6/15/2020,,100,Active,2,,,,
CUST1944,Alice,40,F,,9988776655,123 St,Los Angeles,,USA,10001,1/1/2021,,0,Active,3,Spanish,,REF456,0
CUST1118,Jane Smith,25,F,user855@example.com,9988776655,456 Ave,Los Angeles,TX,USA,90001,11/20/2019,,,Cancelled,1,,,,1
CUST7080,Alice,45,Other,user241@example.com,9123456780,456 Ave,Los Angeles,,,10001,6/15/2020,,100,Inactive,1,,,REF456,2
CUST8943,Jane Smith,40,Other,user899@example.com,9988776655,,Chicago,,USA,10001,11/20/2019,,0,Cancelled,4,,,,0
CUST5722,Alice,35,,user554@example.com,,,,CA,,,11/20/2019,,0,,3,French,,,2
CUST2120,Sam,40,Other,user1000@example.com,9988776655,789 Blvd,Los Angeles,NY,USA,60601,6/15/2020,,,Inactive,2,,Tablet,,
CUST3596,,25,,user606@example.com,9123456780,456 Ave,Los Angeles,TX,US,,6/15/2020,,250.5,,,English,,,
CUST1413,Alice,45,M,user877@example.com,,123 St,Los Angeles,CA,,,,12/1/2022,100,,,French,,REF456,3
,John Doe,25,,user958@example.com,,123 St,Los Angeles,IL,US,,11/20/2019,,,,2,,,,2
CUST4929,Sam,25,Other,user125@example.com,9123456780,789 Blvd,New York,TX,,10001,1/1/2021,,0,Active,,French,,REF456,1
CUST6152,John Doe,,Female,user105@example.com,,456 Ave,Chicago,NY,,10001,,,100,Cancelled,4,,Desktop,,3
,Sam,30,M,user619@example.com,,789 Blvd,,IL,US,,11/20/2019,,1000,Cancelled,4,,Mobile,,
CUST1311,John Doe,40,M,user480@example.com,,456 Ave,New York,,,,1/1/2021,5/5/2023,1000,Inactive,,French,Desktop,REF123,
CUST3965,John Doe,45,M,user683@example.com,,,Houston,CA,US,,1/1/2021,,0,,2,,Desktop,,
CUST7153,Sam,45,Female,user168@example.com,,456 Ave,Houston,NY,USA,10001,11/20/2019,12/1/2022,100,,,,,REF456,
CUST8615,Sam,35,Female,user859@example.com,,,Chicago,,USA,,1/1/2021,5/5/2023,,Inactive,2,,Desktop,,1
CUST9828,Alice,35,,user876@example.com,9876543210,123 St,Chicago,,USA,10001,6/15/2020,,,,,Spanish,,,
CUST2674,Sam,35,F,user81@example.com,,123 St,Houston,IL,US,10001,11/20/2019,,1000,,1,,Tablet,REF123,0
CUST5869,Alice,45,Other,user320@example.com,9123456780,123 St,,NY,,,1/1/2021,12/1/2022,250.5,,1,French,Desktop,,
CUST9973,John Doe,25,Female,user119@example.com,9123456780,789 Blvd,,,USA,90001,6/15/2020,,0,,2,,,,
CUST7048,Alice,40,Other,user376@example.com,9876543210,,Los Angeles,CA,USA,,1/1/2021,,250.5,Active,5,English,Mobile,,1
CUST7450,Jane Smith,45,Male,,9876543210,,Chicago,,US,,1/1/2021,12/1/2022,250.5,,2,English,,,2
CUST8724,John Doe,35,Other,user833@example.com,9123456780,,Houston,,USA,90001,6/15/2020,5/5/2023,250.5,,1,,,REF456,3
CUST3795,Jane Smith,45,F,user559@example.com,9988776655,,Houston,TX,USA,,1/1/2021,,0,Inactive,5,,Mobile,REF456,2
CUST4606,Jane Smith,50,,user256@example.com,,,New York,IL,,10001,1/1/2021,,100,Active,4,,Mobile,,
CUST5430,Alice,45,,user933@example.com,,789 Blvd,Houston,IL,,60601,11/20/2019,5/5/2023,100,Cancelled,3,Spanish,Desktop,,0
CUST7333,,30,,user737@example.com,,,Houston,CA,,10001,11/20/2019,5/5/2023,,Inactive,3,Spanish,Tablet,REF123,
CUST8883,Sam,50,Male,,9988776655,,Houston,NY,,,11/20/2019,12/1/2022,250.5,,4,Spanish,,,3
CUST1122,Jane Smith,,M,user296@example.com,,,Los Angeles,TX,USA,10001,1/1/2021,,100,,5,Spanish,Tablet,REF123,1
CUST9469,Alice,50,Male,user643@example.com,9988776655,789 Blvd,Chicago,CA,US,60601,6/15/2020,,100,,3,French,Desktop,,
CUST9789,John Doe,,M,user421@example.com,9988776655,789 Blvd,Los Angeles,IL,,,,5/5/2023,0,Cancelled,4,English,Desktop,REF456,
CUST2136,Sam,40,Male,user990@example.com,,789 Blvd,,,,90001,6/15/2020,12/1/2022,250.5,Inactive,3,,Mobile,REF123,2
CUST4896,John Doe,30,,user2@example.com,9988776655,123 St,Houston,TX,USA,10001,,12/1/2022,100,Active,5,,Tablet,,
CUST5861,Alice,40,F,user871@example.com,,789 Blvd,,,USA,,6/15/2020,,,Cancelled,,English,Mobile,,2
CUST8119,Jane Smith,35,Female,user48@example.com,9123456780,456 Ave,Houston,,US,10001,,,100,Cancelled,5,English,Desktop,REF123,3
CUST9041,,35,F,user637@example.com,9123456780,456 Ave,Los Angeles,CA,USA,,,,0,Active,5,Spanish,Mobile,REF123,2
CUST9284,John Doe,25,,,9876543210,123 St,Chicago,IL,USA,,,5/5/2023,250.5,,5,French,Desktop,REF456,2
CUST3808,Alice,25,Female,user551@example.com,9876543210,,New York,,,10001,6/15/2020,5/5/2023,0,Active,5,,Mobile,REF123,
CUST6246,Jane Smith,25,Female,user164@example.com,,,Houston,,,60601,6/15/2020,,100,Active,,,Mobile,,3
CUST8216,Jane Smith,,Other,user613@example.com,9876543210,123 St,,IL,,,11/20/2019,12/1/2022,,,1,,Tablet,,1
CUST2971,John Doe,35,,user691@example.com,9876543210,,Los Angeles,IL,USA,,11/20/2019,,1000,,1,Spanish,Mobile,,
CUST5354,Alice,35,Male,user430@example.com,,,New York,CA,USA,,1/1/2021,12/1/2022,0,Inactive,4,French,,,
CUST7673,Jane Smith,30,F,user536@example.com,9876543210,123 St,New York,TX,,,1/1/2021,5/5/2023,250.5,Inactive,,French,Tablet,REF456,0
CUST7205,Alice,,Male,user975@example.com,9988776655,123 St,Chicago,TX,,90001,,,1000,Inactive,5,,Tablet,REF456,1
CUST2347,John Doe,40,Female,,9988776655,,Chicago,TX,US,,6/15/2020,12/1/2022,100,,1,French,Tablet,REF456,
CUST3633,Alice,35,M,user669@example.com,9988776655,,Houston,NY,US,60601,6/15/2020,,250.5,Active,2,,,REF123,0
CUST4144,John Doe,35,Male,user406@example.com,,789 Blvd,Los Angeles,,US,10001,11/20/2019,5/5/2023,0,,5,French,Mobile,REF123,2
CUST7857,Sam,45,Other,,,789 Blvd,Los Angeles,,US,,,,250.5,,1,English,Mobile,,3
CUST5590,John Doe,25,Male,,,123 St,New York,IL,USA,60601,6/15/2020,,1000,Inactive,4,Spanish,Desktop,REF123,0
CUST7701,Sam,45,Female,user806@example.com,,456 Ave,Los Angeles,CA,,,6/15/2020,,0,Cancelled,,,Mobile,REF123,0
CUST2570,John Doe,30,Other,user958@example.com,,,,NY,,60601,,,0,,3,,,REF456,2
CUST9244,,40,,user425@example.com,9876543210,456 Ave,Los Angeles,TX,USA,,6/15/2020,,1000,,,French,Tablet,,1
CUST6854,Alice,40,Female,,,,,NY,,90001,,5/5/2023,1000,,4,,Mobile,,0
,,50,Female,,,123 St,Houston,,,,,,0,Cancelled,2,,,,2
CUST7316,John Doe,,Female,user721@example.com,9876543210,,Chicago,,,90001,11/20/2019,12/1/2022,1000,,2,Spanish,Desktop,,3
CUST3680,Jane Smith,45,Female,user491@example.com,9876543210,,,NY,,,1/1/2021,12/1/2022,250.5,Inactive,2,,Desktop,REF456,
CUST4670,Jane Smith,50,,user153@example.com,9876543210,123 St,,CA,,60601,1/1/2021,12/1/2022,100,Cancelled,1,,Desktop,REF456,
CUST2316,Sam,25,Female,user182@example.com,9988776655,789 Blvd,Los Angeles,TX,,,6/15/2020,5/5/2023,250.5,Active,5,,,REF456,
CUST3564,Sam,45,Male,user456@example.com,9876543210,123 St,Chicago,IL,,10001,6/15/2020,,100,,3,English,Desktop,REF123,1
CUST3369,Alice,25,Male,user180@example.com,9988776655,789 Blvd,Houston,,USA,90001,6/15/2020,5/5/2023,0,Cancelled,1,,Desktop,REF123,0
CUST8877,Alice,,Other,user711@example.com,9988776655,123 St,New York,TX,USA,,,5/5/2023,,Cancelled,1,French,Desktop,REF456,0
CUST9560,Alice,,Male,,,,Chicago,,,90001,6/15/2020,,0,Cancelled,3,English,Desktop,REF123,
CUST4364,John Doe,45,,user707@example.com,9123456780,456 Ave,Chicago,IL,,90001,,,250.5,,5,,Desktop,REF123,
CUST2387,,25,Other,user477@example.com,,456 Ave,New York,NY,,,6/15/2020,5/5/2023,0,,4,French,,,2
CUST1251,,35,M,user971@example.com,9876543210,,Chicago,TX,,90001,,12/1/2022,100,,4,French,,REF456,0
CUST9997,Sam,30,Female,user871@example.com,9123456780,,New York,TX,,,,,100,,1,Spanish,Desktop,,
CUST4718,,,Female,,9876543210,123 St,,CA,,,11/20/2019,,1000,,5,,Desktop,,3
CUST2438,Alice,25,F,user256@example.com,9876543210,123 St,Chicago,CA,US,,,,1000,Inactive,1,,,REF123,3
CUST7782,Sam,45,,user355@example.com,9123456780,456 Ave,Los Angeles,TX,USA,90001,11/20/2019,12/1/2022,0,Active,3,French,,,2
CUST2574,,,,user504@example.com,9876543210,789 Blvd,Chicago,NY,,,11/20/2019,5/5/2023,,Cancelled,2,,Desktop,,3
CUST7998,,,Male,user874@example.com,9876543210,456 Ave,,IL,US,10001,6/15/2020,12/1/2022,100,,1,,Desktop,,2
CUST3206,John Doe,25,Female,user884@example.com,,,,CA,,10001,1/1/2021,12/1/2022,,Active,5,,,,
,Sam,30,Male,user483@example.com,,789 Blvd,,,,,1/1/2021,12/1/2022,1000,Inactive,,,,REF456,
CUST2833,,,,user234@example.com,,456 Ave,Los Angeles,,,,11/20/2019,,0,Inactive,1,Spanish,Desktop,REF123,3
,John Doe,45,Male,,9876543210,,Houston,CA,USA,,6/15/2020,,250.5,,2,English,Tablet,REF456,1
CUST7090,,40,M,user955@example.com,,123 St,Chicago,NY,,90001,6/15/2020,5/5/2023,,Inactive,5,French,,REF456,1
CUST1233,Sam,35,Other,,9876543210,789 Blvd,New York,CA,USA,90001,6/15/2020,,250.5,Cancelled,,Spanish,,,3
CUST5470,,25,,user74@example.com,9876543210,789 Blvd,,TX,,60601,6/15/2020,5/5/2023,1000,,4,,Desktop,,0
CUST9905,Jane Smith,30,M,user244@example.com,,,Los Angeles,,US,,11/20/2019,12/1/2022,,Inactive,2,French,,REF123,
CUST1183,,30,F,user753@example.com,,789 Blvd,Houston,TX,,60601,1/1/2021,12/1/2022,,,4,French,Mobile,,
CUST8281,Sam,,Male,user33@example.com,,123 St,Chicago,TX,,60601,6/15/2020,5/5/2023,0,,4,English,Desktop,REF456,
CUST3785,Jane Smith,35,M,user487@example.com,9876543210,123 St,Houston,,,,,,,Inactive,3,,Tablet,,
CUST3675,Sam,,Other,user893@example.com,,456 Ave,,CA,US,,1/1/2021,5/5/2023,0,,3,Spanish,,,3
CUST9026,Jane Smith,40,Other,,,,Houston,,USA,,11/20/2019,5/5/2023,,Inactive,3,English,,,
CUST4236,Alice,30,Male,user128@example.com,,,Houston,IL,US,,11/20/2019,,1000,Active,2,Spanish,,REF123,0
,John Doe,25,Male,user805@example.com,,789 Blvd,Houston,,US,,11/20/2019,,1000,Active,5,,,,
CUST7436,John Doe,35,Other,,9876543210,789 Blvd,Houston,CA,,,6/15/2020,12/1/2022,1000,Cancelled,2,English,Tablet,,
CUST7818,Alice,50,,user543@example.com,9988776655,456 Ave,Chicago,NY,US,,6/15/2020,5/5/2023,,Active,2,English,Desktop,,
CUST7286,,25,F,user348@example.com,,123 St,,,US,10001,6/15/2020,12/1/2022,0,,4,French,Mobile,,2
CUST7914,John Doe,40,F,user288@example.com,9876543210,456 Ave,,,,10001,,,100,,2,French,,,0
CUST4767,,40,,,9123456780,789 Blvd,,,,,11/20/2019,12/1/2022,0,,,,,,
CUST7059,Alice,50,,user74@example.com,9876543210,456 Ave,Chicago,IL,US,10001,11/20/2019,,1000,,1,,Tablet,,0
CUST9293,Sam,,Other,user749@example.com,9876543210,456 Ave,Houston,,USA,,,,1000,Cancelled,4,,Mobile,,0
,Alice,30,M,user264@example.com,9988776655,456 Ave,New York,CA,USA,60601,11/20/2019,,0,Cancelled,3,,,REF123,2
CUST5210,,45,F,user447@example.com,9123456780,789 Blvd,Los Angeles,CA,US,,6/15/2020,,0,Active,,English,,REF456,3
CUST5265,Alice,50,Female,user705@example.com,9123456780,456 Ave,,IL,USA,90001,1/1/2021,,,,3,French,Tablet,REF123,
CUST9132,Jane Smith,,,user324@example.com,,,New York,TX,US,60601,11/20/2019,12/1/2022,1000,Active,5,French,,REF123,
CUST3651,,25,M,user398@example.com,,456 Ave,,NY,US,10001,11/20/2019,,250.5,Active,,,Desktop,REF456,3
CUST5038,Alice,50,F,user585@example.com,,123 St,Chicago,NY,US,10001,1/1/2021,5/5/2023,1000,,5,English,,REF456,1
CUST2704,Sam,30,Female,user605@example.com,9988776655,,New York,,,10001,6/15/2020,5/5/2023,1000,Active,4,Spanish,,REF123,
CUST8175,Jane Smith,45,Other,user721@example.com,9123456780,,New York,TX,,,,,,Active,1,French,,REF456,1
CUST9527,Alice,30,M,,9988776655,,,NY,,,1/1/2021,,1000,Inactive,5,,Tablet,,1
CUST6273,Jane Smith,30,Female,user709@example.com,9876543210,123 St,Los Angeles,NY,USA,10001,1/1/2021,5/5/2023,100,Inactive,4,English,Desktop,REF456,3
CUST8628,,35,Female,user616@example.com,,456 Ave,,IL,,,6/15/2020,5/5/2023,0,Active,5,,Desktop,,
CUST1669,Alice,45,M,user88@example.com,9123456780,,Los Angeles,TX,US,60601,1/1/2021,,0,Cancelled,1,,Mobile,,
CUST8024,John Doe,35,,user649@example.com,,789 Blvd,,CA,,10001,,5/5/2023,1000,Active,,,Desktop,REF456,0
,Alice,50,Other,user817@example.com,,789 Blvd,,TX,,10001,6/15/2020,,1000,,3,,Mobile,REF456,
CUST5669,Alice,45,M,user75@example.com,,,New York,TX,,90001,,,,Active,4,,,REF123,2
CUST5637,,25,Other,user146@example.com,,,,,,90001,11/20/2019,,1000,,3,English,Tablet,REF123,
CUST1869,Jane Smith,50,F,,,,Houston,TX,,10001,,12/1/2022,1000,,1,French,,REF123,
CUST4881,Alice,40,Other,user901@example.com,9123456780,456 Ave,New York,,,,,,0,Inactive,2,French,Desktop,,0
CUST8006,Sam,40,Female,user456@example.com,9876543210,789 Blvd,New York,,,90001,6/15/2020,12/1/2022,250.5,,1,English,Desktop,,3
CUST4931,John Doe,40,M,user274@example.com,,,Chicago,,,,,12/1/2022,250.5,Cancelled,,,,,0
,,35,,user653@example.com,9988776655,123 St,Houston,IL,,90001,6/15/2020,,1000,Cancelled,3,English,Tablet,REF456,1
,Alice,30,Male,user222@example.com,9988776655,,Los Angeles,,US,10001,11/20/2019,,,Active,1,French,Mobile,REF123,
CUST1208,,50,Male,,9123456780,789 Blvd,Houston,NY,,10001,6/15/2020,5/5/2023,0,,,English,Tablet,REF456,2
CUST4027,Sam,50,Male,user211@example.com,9123456780,456 Ave,Los Angeles,NY,US,60601,6/15/2020,12/1/2022,0,Inactive,2,,Mobile,,
CUST3620,,,,user275@example.com,9988776655,456 Ave,New York,CA,,90001,11/20/2019,12/1/2022,,,2,,Mobile,REF123,
CUST2851,,50,,,9988776655,,Chicago,IL,,60601,1/1/2021,5/5/2023,,Inactive,4,Spanish,Desktop,,
CUST5227,,35,Female,,9876543210,789 Blvd,,IL,,,1/1/2021,,0,Inactive,3,English,,,2
CUST3613,Sam,25,M,user251@example.com,9876543210,456 Ave,,CA,USA,90001,,,100,,4,,,,1
CUST4904,Jane Smith,40,Female,user547@example.com,,123 St,Houston,,,,1/1/2021,5/5/2023,0,Active,1,,Mobile,REF123,0
CUST8101,John Doe,25,Female,user914@example.com,9988776655,456 Ave,,,,,11/20/2019,12/1/2022,0,Active,,Spanish,Tablet,REF456,1
CUST3525,,25,M,user697@example.com,9876543210,789 Blvd,Los Angeles,,US,10001,,,250.5,Active,4,Spanish,Desktop,,1
CUST6558,,40,,user448@example.com,9123456780,,New York,,,,1/1/2021,12/1/2022,1000,Cancelled,4,,,REF123,3
CUST8285,,40,Male,user770@example.com,,123 St,Los Angeles,CA,,,11/20/2019,12/1/2022,100,Inactive,3,English,,REF456,
CUST6258,Alice,30,Other,user735@example.com,,456 Ave,Houston,,USA,60601,1/1/2021,12/1/2022,1000,Inactive,,English,,,2
CUST8553,Jane Smith,35,Female,user800@example.com,,,Los Angeles,CA,USA,,11/20/2019,,0,Inactive,5,,Mobile,REF456,
CUST5251,Sam,25,M,,9876543210,,Los Angeles,,US,90001,11/20/2019,,250.5,,4,,Mobile,REF123,2
CUST2146,Alice,40,F,user487@example.com,9988776655,,Los Angeles,,US,10001,6/15/2020,,250.5,Inactive,5,French,Mobile,REF456,1
CUST9864,Alice,25,Female,user172@example.com,9988776655,,New York,IL,US,,6/15/2020,,,Active,4,,Tablet,REF456,2
CUST2019,Jane Smith,30,,,,,Chicago,TX,,,6/15/2020,5/5/2023,1000,,1,Spanish,,REF123,0
CUST7853,,50,Male,user936@example.com,9988776655,456 Ave,New York,,USA,,,,250.5,Inactive,4,English,,REF123,3
CUST9863,Alice,50,Other,user562@example.com,,123 St,New York,TX,USA,90001,6/15/2020,5/5/2023,250.5,,,,Tablet,,0
CUST2283,,35,,user739@example.com,,,,IL,USA,60601,6/15/2020,12/1/2022,1000,Inactive,5,Spanish,,REF123,
CUST3704,,,,user404@example.com,9123456780,456 Ave,New York,TX,,60601,,,1000,,1,,Desktop,,1
CUST5778,Jane Smith,35,Female,user789@example.com,9876543210,,New York,TX,USA,90001,11/20/2019,12/1/2022,,,1,,,,1
CUST9169,John Doe,35,Other,user174@example.com,9988776655,,Chicago,CA,,90001,1/1/2021,5/5/2023,100,Active,2,English,,REF123,0
CUST5931,Jane Smith,,Male,user569@example.com,,123 St,,,USA,10001,6/15/2020,,100,,2,,Desktop,,1
CUST8564,Alice,50,F,,9123456780,,Chicago,IL,,,6/15/2020,,,,3,,Tablet,,
CUST6504,Jane Smith,35,Other,user655@example.com,,,Los Angeles,NY,USA,10001,,5/5/2023,,Inactive,2,French,Desktop,,1
CUST4845,John Doe,35,Other,,,456 Ave,Houston,TX,USA,,11/20/2019,,1000,Inactive,1,,Tablet,REF123,1
CUST6215,,35,M,user981@example.com,,123 St,Houston,,,90001,1/1/2021,5/5/2023,0,Inactive,1,,,REF123,3
CUST6366,,35,F,,9876543210,,Houston,,US,,11/20/2019,,100,Cancelled,5,Spanish,Tablet,REF123,0
CUST3764,John Doe,,Male,user991@example.com,9123456780,,Houston,CA,US,90001,11/20/2019,12/1/2022,0,Active,1,,Mobile,REF456,1
CUST6558,Alice,25,Male,user378@example.com,,123 St,Houston,NY,,,1/1/2021,,0,Inactive,2,French,,REF123,
CUST1428,,40,Other,user877@example.com,9123456780,123 St,Los Angeles,NY,USA,,,12/1/2022,100,,4,English,,REF123,0
CUST9598,Jane Smith,35,,user784@example.com,9123456780,,,TX,US,,6/15/2020,,,Cancelled,5,English,Tablet,,
CUST6982,Alice,40,,user169@example.com,9876543210,123 St,New York,CA,,,,,,Inactive,5,,Desktop,REF456,2
CUST9530,Sam,35,F,,,789 Blvd,Houston,,,90001,,5/5/2023,,Active,5,,,REF123,
CUST6495,Jane Smith,,F,user183@example.com,9123456780,456 Ave,,,US,10001,1/1/2021,,250.5,,3,English,Mobile,REF456,2
CUST8971,Jane Smith,40,,user248@example.com,,,Los Angeles,TX,US,,6/15/2020,5/5/2023,1000,Inactive,2,French,Desktop,REF123,3
CUST6123,Sam,45,Other,user800@example.com,9123456780,123 St,Chicago,TX,,90001,1/1/2021,12/1/2022,1000,Cancelled,2,Spanish,Tablet,,1
CUST2867,Sam,45,M,user493@example.com,9123456780,456 Ave,New York,NY,US,10001,6/15/2020,,,Cancelled,,,Mobile,,0
CUST4104,Jane Smith,45,Other,user731@example.com,9876543210,789 Blvd,Houston,TX,,,6/15/2020,,,Active,2,French,,,1
CUST2210,,50,Male,user523@example.com,9988776655,456 Ave,Houston,CA,US,10001,6/15/2020,12/1/2022,0,Inactive,2,English,,,
CUST4203,,25,Male,user120@example.com,,,,CA,,10001,11/20/2019,,100,Inactive,3,English,Mobile,,2
CUST4933,Alice,30,F,,,,Houston,,,10001,6/15/2020,5/5/2023,100,Active,2,,Desktop,,
CUST8126,,45,F,user714@example.com,,456 Ave,,CA,,,11/20/2019,12/1/2022,1000,,2,English,Desktop,REF123,1
CUST6328,Sam,40,M,user286@example.com,,456 Ave,,TX,USA,,,,0,Cancelled,5,,Tablet,,1
CUST5910,Sam,25,Male,user398@example.com,9988776655,789 Blvd,New York,,USA,,1/1/2021,12/1/2022,0,Cancelled,,,,REF456,3
CUST9472,,50,Male,,,789 Blvd,New York,IL,,10001,,,,,,English,Desktop,,1
CUST3402,Sam,35,,user86@example.com,9123456780,123 St,New York,CA,,60601,,12/1/2022,100,Active,2,English,,,0
CUST5328,Sam,50,M,user262@example.com,,123 St,Los Angeles,CA,,,,12/1/2022,,Active,1,English,Desktop,REF123,
CUST5251,Sam,35,F,user307@example.com,9988776655,,Chicago,CA,US,10001,1/1/2021,5/5/2023,1000,Active,3,,,REF123,2
CUST2670,,,M,user143@example.com,,,Houston,TX,US,,6/15/2020,5/5/2023,1000,Active,4,English,,REF123,0
CUST5773,,30,Other,,,,Houston,,,,1/1/2021,,250.5,Active,,,,,0
CUST4011,Jane Smith,40,M,user281@example.com,,,Los Angeles,,,,,12/1/2022,100,Cancelled,3,,Mobile,REF123,
CUST1691,,35,,,9876543210,789 Blvd,Houston,NY,,10001,,,0,,4,,,,0
CUST5323,,45,,user137@example.com,9123456780,456 Ave,Chicago,TX,USA,90001,11/20/2019,,1000,Active,3,,Mobile,REF456,
CUST6730,John Doe,50,M,user957@example.com,9876543210,123 St,Houston,NY,USA,,6/15/2020,,250.5,Cancelled,,,Tablet,REF456,2
,Sam,40,F,user41@example.com,9123456780,789 Blvd,,CA,,10001,1/1/2021,5/5/2023,250.5,Cancelled,1,French,Mobile,REF456,
CUST2495,John Doe,35,F,user664@example.com,9876543210,,Chicago,,USA,,11/20/2019,5/5/2023,250.5,,5,,Tablet,,2
CUST9184,Sam,25,M,user934@example.com,,,Los Angeles,IL,,90001,,,0,,2,Spanish,Mobile,REF456,0
CUST1569,,45,M,user44@example.com,9988776655,456 Ave,Chicago,,US,60601,6/15/2020,,,,,,Desktop,REF123,
CUST2083,,50,Male,user477@example.com,9988776655,,Houston,,,,,12/1/2022,100,Inactive,2,,Desktop,REF456,0
CUST9808,Alice,40,F,user51@example.com,9876543210,123 St,Los Angeles,NY,USA,,6/15/2020,,250.5,,5,,,,0
CUST3375,Jane Smith,30,Female,,9876543210,456 Ave,Chicago,NY,USA,,6/15/2020,5/5/2023,250.5,Inactive,5,,Mobile,REF456,2
CUST5282,John Doe,35,Other,user474@example.com,9876543210,456 Ave,Houston,IL,,90001,6/15/2020,5/5/2023,1000,Cancelled,5,English,,,
CUST2017,Sam,50,Female,user280@example.com,9876543210,789 Blvd,New York,,,90001,6/15/2020,12/1/2022,1000,Cancelled,3,,Desktop,REF456,
CUST9947,John Doe,35,,user850@example.com,9123456780,456 Ave,Chicago,CA,USA,,6/15/2020,12/1/2022,0,,1,Spanish,,REF456,
CUST9666,,25,F,user607@example.com,9988776655,789 Blvd,New York,TX,US,,1/1/2021,,,Active,4,Spanish,Desktop,REF456,
CUST7844,Sam,45,Female,user992@example.com,9123456780,,Los Angeles,,,,11/20/2019,12/1/2022,0,Inactive,2,,,REF123,
CUST5024,Sam,50,Female,user545@example.com,9123456780,,New York,IL,US,10001,6/15/2020,12/1/2022,250.5,,2,English,,,
CUST1891,Sam,30,Other,user63@example.com,,123 St,Los Angeles,IL,USA,60601,,,100,Inactive,1,English,,,1
CUST7822,John Doe,40,Female,user55@example.com,9123456780,789 Blvd,Houston,,USA,60601,1/1/2021,5/5/2023,,Active,2,French,,REF123,
CUST2940,Alice,30,M,,9123456780,,Houston,IL,USA,90001,,12/1/2022,,Cancelled,3,English,Tablet,,
,,50,Female,user168@example.com,,789 Blvd,Los Angeles,TX,US,,11/20/2019,,250.5,Cancelled,4,,,REF123,2
CUST6106,Jane Smith,45,Other,user797@example.com,,123 St,New York,,,10001,11/20/2019,,1000,Active,,English,,,3
CUST2524,Jane Smith,25,,,9876543210,123 St,Los Angeles,IL,,,,,250.5,Active,5,French,Tablet,REF123,3
CUST5894,,40,Other,user115@example.com,9988776655,456 Ave,,TX,,60601,11/20/2019,12/1/2022,,Cancelled,2,French,Desktop,REF456,
CUST3752,Sam,45,M,user939@example.com,,,Chicago,IL,,90001,,,0,,2,,Desktop,REF123,3
CUST5419,,40,Male,user232@example.com,9123456780,456 Ave,,TX,US,10001,1/1/2021,12/1/2022,100,,3,English,,,2
,,25,,user518@example.com,9988776655,,,NY,US,10001,11/20/2019,,0,,2,Spanish,,REF123,3
CUST5469,Jane Smith,35,F,user301@example.com,,,New York,NY,US,60601,1/1/2021,12/1/2022,100,Inactive,1,French,Tablet,REF456,
CUST2254,John Doe,45,F,,,789 Blvd,New York,IL,,90001,1/1/2021,,1000,Active,,,,,
